sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO48476,BK-R64Y-42,26512,20120606,20120613,20120618,1000,1,1000
SO48477,BK-M68S-38,26611,20120606,20120613,20120618,2071,1,2071
SO48478,BK-R89R-58,22929,20120606,20120613,20120618,2182,1,2182
SO48479,BK-R89B-44,22939,20120606,20120613,20120618,2182,1,2182
SO48480,BK-M68S-38,26642,20120606,20120613,20120618,2071,1,2071
SO48481,BK-M68B-38,20669,20120606,20120613,20120618,2049,1,2049
SO48482,BK-R64Y-44,24912,20120606,20120613,20120618,1000,1,1000
SO48483,BK-R64Y-38,24917,20120606,20120613,20120618,1000,1,1000
SO48484,BK-M68S-38,13525,20120606,20120613,20120618,2071,1,2071
SO48485,BK-R50B-60,26587,20120606,20120613,20120618,783,1,783
SO48486,BK-R50B-52,20866,20120607,20120614,20120619,783,1,783
SO48487,BK-R50B-60,20808,20120607,20120614,20120619,783,1,783
SO48488,BK-M68S-42,12229,20120607,20120614,20120619,2071,1,2071
SO48489,BK-R89R-48,22954,20120607,20120614,20120619,2443,1,2443
SO48490,BK-R64Y-38,24913,20120607,20120614,20120619,1000,1,1000
SO48491,BK-M68B-38,13126,20120607,20120614,20120619,2049,1,2049
SO48492,BK-R50R-52,26567,20120607,20120614,20120619,783,1,783
SO48493,BK-M68B-46,12402,20120608,20120615,20120620,2049,1,2049
SO48494,BK-R64Y-42,14272,20120608,20120615,20120620,1000,1,1000
SO48495,BK-M68B-42,26602,20120608,20120615,20120620,2049,1,2049
SO48496,BK-M68B-46,26603,20120608,20120615,20120620,2049,1,2049
SO48497,BK-M68B-42,26606,20120608,20120615,20120620,2049,1,2049
SO48498,BK-R64Y-44,24920,20120608,20120615,20120620,1000,1,1000
SO48499,BK-M68B-38,13132,20120608,20120615,20120620,2049,1,2049
SO48500,BK-M68B-38,13135,20120608,20120615,20120620,2049,1,2049
SO48501,BK-R64Y-40,19362,20120608,20120615,20120620,1000,1,1000
SO48502,BK-R50B-60,26566,20120608,20120615,20120620,783,1,783
SO48503,BK-R89R-52,15003,20120609,20120616,20120621,2443,1,2443
SO48504,BK-R50B-48,20879,20120609,20120616,20120621,783,1,783
SO48505,BK-R89R-58,15071,20120609,20120616,20120621,2182,1,2182
SO48506,BK-R89B-58,15072,20120609,20120616,20120621,2182,1,2182
SO48507,BK-R64Y-48,14255,20120609,20120616,20120621,1000,1,1000
SO48508,BK-R89B-52,13736,20120609,20120616,20120621,2182,1,2182
SO48509,BK-M68S-42,28740,20120609,20120616,20120621,2071,1,2071
SO48510,BK-M68S-42,26631,20120609,20120616,20120621,2071,1,2071
SO48511,BK-M68B-46,26635,20120609,20120616,20120621,2049,1,2049
SO48512,BK-M68S-38,20656,20120609,20120616,20120621,2071,1,2071
SO48513,BK-R50R-58,15417,20120609,20120616,20120621,783,1,783
SO48514,BK-R50B-44,15427,20120609,20120616,20120621,783,1,783
SO48515,BK-R89B-48,22959,20120609,20120616,20120621,2182,1,2182
SO48516,BK-M68S-42,13139,20120609,20120616,20120621,2071,1,2071
SO48517,BK-R89R-44,16442,20120610,20120617,20120622,2443,1,2443
SO48518,BK-R64Y-38,19337,20120610,20120617,20120622,1000,1,1000
SO48519,BK-R64Y-38,18176,20120610,20120617,20120622,1000,1,1000
SO48520,BK-R89B-52,16411,20120610,20120617,20120622,2182,1,2182
SO48521,BK-R89R-58,16422,20120610,20120617,20120622,2182,1,2182
SO48522,BK-R89R-52,15064,20120610,20120617,20120622,2443,1,2443
SO48523,BK-R89B-52,17203,20120610,20120617,20120622,2182,1,2182
SO48524,BK-R89B-52,15082,20120610,20120617,20120622,2182,1,2182
SO48525,BK-R64Y-42,14284,20120610,20120617,20120622,1000,1,1000
SO48526,BK-R89B-48,13724,20120610,20120617,20120622,2182,1,2182
SO48527,BK-M68S-38,26617,20120610,20120617,20120622,2071,1,2071
SO48528,BK-R89B-58,22908,20120610,20120617,20120622,2182,1,2182
SO48529,BK-M68B-42,26638,20120610,20120617,20120622,2049,1,2049
SO48530,BK-M68S-38,13104,20120610,20120617,20120622,2071,1,2071
SO48531,BK-M68B-42,13105,20120610,20120617,20120622,2049,1,2049
SO48532,BK-M68B-46,13112,20120610,20120617,20120622,2049,1,2049
SO48533,BK-R50R-48,26560,20120610,20120617,20120622,783,1,783
SO48534,BK-R89R-58,16448,20120611,20120618,20120623,2182,1,2182
SO48535,BK-R50B-44,19295,20120611,20120618,20120623,783,1,783
SO48536,BK-R64Y-44,14256,20120611,20120618,20120623,1000,1,1000
SO48537,BK-M68B-46,12318,20120611,20120618,20120623,2049,1,2049
SO48538,BK-R89B-58,22905,20120611,20120618,20120623,2182,1,2182
SO48539,BK-R89B-52,22921,20120611,20120618,20120623,2182,1,2182
SO48540,BK-R89B-52,22931,20120611,20120618,20120623,2182,1,2182
SO48541,BK-R89R-44,22943,20120611,20120618,20120623,2443,1,2443
SO48542,BK-M68B-42,26676,20120611,20120618,20120623,2049,1,2049
SO48543,BK-R64Y-44,24918,20120611,20120618,20120623,1000,1,1000
SO48544,BK-M68S-42,13119,20120611,20120618,20120623,2071,1,2071
SO48545,BK-M68B-42,12335,20120611,20120618,20120623,2049,1,2049
SO48546,BK-R89B-52,14960,20120612,20120619,20120624,2182,1,2182
SO48547,BK-R64Y-42,19029,20120612,20120619,20120624,1000,1,1000
SO48548,BK-R89R-52,16414,20120612,20120619,20120624,2443,1,2443
SO48549,BK-R89B-48,14946,20120612,20120619,20120624,2182,1,2182
SO48550,BK-R50R-44,19315,20120612,20120619,20120624,783,1,783
SO48551,BK-R50R-52,20833,20120612,20120619,20120624,783,1,783
SO48552,BK-R64Y-38,14242,20120612,20120619,20120624,1000,1,1000
SO48553,BK-R89R-52,13716,20120612,20120619,20120624,2443,1,2443
SO48554,BK-M68B-46,26622,20120612,20120619,20120624,2049,1,2049
SO48555,BK-R50R-62,15399,20120612,20120619,20120624,783,1,783
SO48556,BK-R89B-52,22936,20120612,20120619,20120624,2182,1,2182
SO48557,BK-R89R-52,22958,20120612,20120619,20120624,2443,1,2443
SO48558,BK-M68B-42,26684,20120612,20120619,20120624,2049,1,2049
SO48559,BK-M68S-42,13122,20120612,20120619,20120624,2071,1,2071
SO48560,BK-R50R-44,26561,20120612,20120619,20120624,783,1,783
SO48561,BK-R50B-48,26562,20120612,20120619,20120624,783,1,783
SO48562,BK-R89B-48,17085,20120613,20120620,20120625,2182,1,2182
SO48563,BK-R50B-48,20831,20120613,20120620,20120625,783,1,783
SO48564,BK-R89B-48,17218,20120613,20120620,20120625,2182,1,2182
SO48565,BK-M68B-38,26604,20120613,20120620,20120625,2049,1,2049
SO48566,BK-R89B-48,22906,20120613,20120620,20120625,2182,1,2182
SO48567,BK-R89B-52,14948,20120614,20120621,20120626,2182,1,2182
SO48568,BK-R50R-44,19296,20120614,20120621,20120626,783,1,783
SO48569,BK-R50R-62,20726,20120614,20120621,20120626,783,1,783
SO48570,BK-R64Y-48,26504,20120614,20120621,20120626,1000,1,1000
SO48571,BK-R89B-52,13726,20120614,20120621,20120626,2182,1,2182
SO48572,BK-M68B-46,28756,20120614,20120621,20120626,2049,1,2049
SO48573,BK-R50R-48,15419,20120614,20120621,20120626,783,1,783
SO48574,BK-R50R-58,15422,20120614,20120621,20120626,783,1,783
SO48575,BK-M68B-42,13123,20120614,20120621,20120626,2049,1,2049
SO48576,BK-M68B-46,13133,20120614,20120621,20120626,2049,1,2049
SO48577,BK-R50B-60,26571,20120614,20120621,20120626,783,1,783
SO48578,BK-R89B-52,17207,20120615,20120622,20120627,2182,1,2182
SO48579,BK-R89B-58,13741,20120615,20120622,20120627,2182,1,2182
SO48580,BK-M68B-38,12231,20120615,20120622,20120627,2049,1,2049
SO48581,BK-M68S-38,26632,20120615,20120622,20120627,2071,1,2071
SO48582,BK-R50B-52,15428,20120615,20120622,20120627,783,1,783
SO48583,BK-R89B-52,23106,20120615,20120622,20120627,2182,1,2182
SO48584,BK-R89B-58,22935,20120615,20120622,20120627,2182,1,2182
SO48585,BK-R64Y-48,24919,20120615,20120622,20120627,1000,1,1000
SO48586,BK-M68S-42,13113,20120615,20120622,20120627,2071,1,2071
SO48587,BK-R50R-60,26568,20120615,20120622,20120627,783,1,783
SO48588,BK-R50B-44,26569,20120615,20120622,20120627,783,1,783
SO48589,BK-R64Y-44,17646,20120616,20120623,20120628,1000,1,1000
SO48590,BK-M68S-38,28757,20120616,20120623,20120628,2071,1,2071
SO48591,BK-M68B-38,28739,20120616,20120623,20120628,2049,1,2049
SO48592,BK-M68S-42,12266,20120616,20120623,20120628,2071,1,2071
SO48593,BK-M68B-46,12394,20120616,20120623,20120628,2049,1,2049
SO48594,BK-M68B-46,26614,20120616,20120623,20120628,2049,1,2049
SO48595,BK-R89B-48,23097,20120616,20120623,20120628,2182,1,2182
SO48596,BK-R89B-44,23101,20120616,20120623,20120628,2182,1,2182
SO48597,BK-M68S-38,26650,20120616,20120623,20120628,2071,1,2071
SO48598,BK-M68S-38,13106,20120616,20120623,20120628,2071,1,2071
SO48599,BK-R89B-52,15002,20120617,20120624,20120629,2182,1,2182
SO48600,BK-R64Y-42,18185,20120617,20120624,20120629,1000,1,1000
SO48601,BK-M68B-46,28728,20120617,20120624,20120629,2049,1,2049
SO48602,BK-M68S-38,12237,20120617,20120624,20120629,2071,1,2071
SO48603,BK-M68S-46,28751,20120617,20120624,20120629,2071,1,2071
SO48604,BK-M68S-42,26609,20120617,20120624,20120629,2071,1,2071
SO48605,BK-M68B-38,26616,20120617,20120624,20120629,2049,1,2049
SO48606,BK-R89R-44,22988,20120617,20120624,20120629,2443,1,2443
SO48607,BK-R89B-52,22946,20120617,20120624,20120629,2182,1,2182
SO48608,BK-M68B-38,26644,20120617,20120624,20120629,2049,1,2049
SO48609,BK-M68S-46,26646,20120617,20120624,20120629,2071,1,2071
SO48610,BK-M68B-38,13134,20120617,20120624,20120629,2049,1,2049
SO48611,BK-M68B-42,13518,20120617,20120624,20120629,2049,1,2049
SO48612,BK-M68S-38,13520,20120617,20120624,20120629,2071,1,2071
SO48613,BK-R89B-48,14965,20120618,20120625,20120630,2182,1,2182
SO48614,BK-R89B-48,14976,20120618,20120625,20120630,2182,1,2182
SO48615,BK-R64Y-40,19360,20120618,20120625,20120630,1000,1,1000
SO48616,BK-R89B-44,13721,20120618,20120625,20120630,2182,1,2182
SO48617,BK-R89R-58,13725,20120618,20120625,20120630,2182,1,2182
SO48618,BK-R50B-58,27259,20120618,20120625,20120630,783,1,783
SO48619,BK-R89R-48,22934,20120618,20120625,20120630,2443,1,2443
SO48620,BK-M68B-42,20665,20120618,20120625,20120630,2049,1,2049
SO48621,BK-M68B-42,13129,20120618,20120625,20120630,2049,1,2049
SO48622,BK-M68S-46,13156,20120618,20120625,20120630,2071,1,2071
SO48623,BK-M68S-46,13108,20120618,20120625,20120630,2071,1,2071
SO48624,BK-M68B-46,13109,20120618,20120625,20120630,2049,1,2049
SO48625,BK-R50B-62,26547,20120618,20120625,20120630,783,1,783
SO48626,BK-R50B-60,26570,20120618,20120625,20120630,783,1,783
SO48627,BK-M68B-46,28758,20120619,20120626,20120701,2049,1,2049
SO48628,BK-M68S-38,12381,20120619,20120626,20120701,2071,1,2071
SO48629,BK-R64Y-48,24916,20120619,20120626,20120701,1000,1,1000
SO48630,BK-M68B-38,26623,20120620,20120627,20120702,2049,1,2049
SO48631,BK-R89B-48,17185,20120620,20120627,20120702,2182,1,2182
SO48632,BK-R89B-58,17192,20120620,20120627,20120702,2182,1,2182
SO48633,BK-R50B-44,20875,20120620,20120627,20120702,783,1,783
SO48634,BK-M68B-46,12230,20120620,20120627,20120702,2049,1,2049
SO48635,BK-M68B-38,28750,20120620,20120627,20120702,2049,1,2049
SO48636,BK-R50R-62,15429,20120620,20120627,20120702,783,1,783
SO48637,BK-R50B-62,15474,20120620,20120627,20120702,783,1,783
SO48638,BK-R50B-60,15475,20120620,20120627,20120702,783,1,783
SO48639,BK-M68B-38,20670,20120620,20120627,20120702,2049,1,2049
SO48640,BK-M68S-46,26681,20120620,20120627,20120702,2071,1,2071
SO48641,BK-M68S-42,13524,20120620,20120627,20120702,2071,1,2071
SO48642,BK-R89R-58,15061,20120621,20120628,20120703,2182,1,2182
SO48643,BK-R50B-52,20869,20120621,20120628,20120703,783,1,783
SO48644,BK-R64Y-44,14270,20120621,20120628,20120703,1000,1,1000
SO48645,BK-R64Y-44,14283,20120621,20120628,20120703,1000,1,1000
SO48646,BK-R89R-52,13722,20120621,20120628,20120703,2443,1,2443
SO48647,BK-M68S-42,26625,20120621,20120628,20120703,2071,1,2071
SO48648,BK-M68S-42,26610,20120621,20120628,20120703,2071,1,2071
SO48649,BK-R50B-44,15432,20120621,20120628,20120703,783,1,783
SO48650,BK-R89B-44,22986,20120621,20120628,20120703,2182,1,2182
SO48651,BK-R89B-52,22926,20120621,20120628,20120703,2182,1,2182
SO48652,BK-R89R-44,22951,20120621,20120628,20120703,2443,1,2443
SO48653,BK-M68B-42,20680,20120621,20120628,20120703,2049,1,2049
SO48654,BK-R89B-48,17094,20120622,20120629,20120704,2182,1,2182
SO48655,BK-R64Y-42,18183,20120622,20120629,20120704,1000,1,1000
SO48656,BK-R50B-62,20829,20120622,20120629,20120704,783,1,783
SO48657,BK-R89B-44,15067,20120622,20120629,20120704,2182,1,2182
SO48658,BK-M68S-38,12228,20120622,20120629,20120704,2071,1,2071
SO48659,BK-M68B-46,28749,20120622,20120629,20120704,2049,1,2049
SO48660,BK-M68S-46,26607,20120622,20120629,20120704,2071,1,2071
SO48661,BK-R50B-58,15467,20120622,20120629,20120704,783,1,783
SO48662,BK-R89R-48,22938,20120622,20120629,20120704,2443,1,2443
SO48663,BK-M68B-46,13118,20120622,20120629,20120704,2049,1,2049
SO48664,BK-M68S-42,13521,20120622,20120629,20120704,2071,1,2071
SO48665,BK-R50B-60,20872,20120622,20120629,20120704,783,1,783
SO48666,BK-M68B-42,13090,20120622,20120629,20120704,2049,1,2049
SO48667,BK-R64Y-48,19341,20120623,20120630,20120705,1000,1,1000
SO48668,BK-R64Y-48,18626,20120623,20120630,20120705,1000,1,1000
SO48669,BK-R50R-48,19293,20120623,20120630,20120705,783,1,783
SO48670,BK-R89B-52,13715,20120623,20120630,20120705,2182,1,2182
SO48671,BK-M68B-42,12270,20120623,20120630,20120705,2049,1,2049
SO48672,BK-R89B-58,22950,20120623,20120630,20120705,2182,1,2182
SO48673,BK-M68B-42,13131,20120623,20120630,20120705,2049,1,2049
SO48674,BK-R50B-60,26548,20120623,20120630,20120705,783,1,783
SO48675,BK-R89B-58,15079,20120624,20120701,20120706,2182,1,2182
SO48676,BK-R89R-52,13729,20120624,20120701,20120706,2443,1,2443
SO48677,BK-M68B-38,12391,20120624,20120701,20120706,2049,1,2049
SO48678,BK-M68B-46,26627,20120624,20120701,20120706,2049,1,2049
SO48679,BK-M68S-38,26608,20120624,20120701,20120706,2071,1,2071
SO48680,BK-R50B-48,27242,20120624,20120701,20120706,783,1,783
SO48681,BK-M68S-38,13160,20120624,20120701,20120706,2071,1,2071
SO48682,BK-M68S-42,13091,20120624,20120701,20120706,2071,1,2071
SO48683,BK-R64Y-42,17648,20120625,20120702,20120707,1000,1,1000
SO48684,BK-R89B-58,16534,20120625,20120702,20120707,2182,1,2182
SO48685,BK-R89R-48,13728,20120625,20120702,20120707,2443,1,2443
SO48686,BK-R89R-58,25999,20120625,20120702,20120707,2182,1,2182
SO48687,BK-M68S-38,12317,20120625,20120702,20120707,2071,1,2071
SO48688,BK-R89B-44,22966,20120625,20120702,20120707,2182,1,2182
SO48689,BK-R64Y-42,24914,20120625,20120702,20120707,1000,1,1000
SO48690,BK-M68B-42,13130,20120625,20120702,20120707,2049,1,2049
SO48691,BK-R50B-44,26549,20120625,20120702,20120707,783,1,783
SO48692,BK-R64Y-38,18171,20120626,20120703,20120708,1000,1,1000
SO48693,BK-R89R-52,25995,20120626,20120703,20120708,2443,1,2443
SO48694,BK-M68B-46,12315,20120626,20120703,20120708,2049,1,2049
SO48695,BK-M68B-46,26624,20120626,20120703,20120708,2049,1,2049
SO48696,BK-R89R-44,23100,20120626,20120703,20120708,2443,1,2443
SO48697,BK-R89R-58,22933,20120626,20120703,20120708,2182,1,2182
SO48698,BK-M68B-46,26647,20120626,20120703,20120708,2049,1,2049
SO48699,BK-M68B-46,13115,20120626,20120703,20120708,2049,1,2049
SO48700,BK-M68B-42,13519,20120626,20120703,20120708,2049,1,2049
SO48701,BK-M68B-42,13103,20120626,20120703,20120708,2049,1,2049
SO48702,BK-R89B-52,17115,20120627,20120704,20120709,2182,1,2182
SO48703,BK-R89R-48,15004,20120627,20120704,20120709,2443,1,2443
SO48704,BK-R89R-48,16429,20120627,20120704,20120709,2443,1,2443
SO48705,BK-R89B-44,14995,20120627,20120704,20120709,2182,1,2182
SO48706,BK-R64Y-44,19359,20120627,20120704,20120709,1000,1,1000
SO48707,BK-R50R-44,19313,20120627,20120704,20120709,783,1,783
SO48708,BK-R89B-52,16466,20120627,20120704,20120709,2182,1,2182
SO48709,BK-R64Y-38,14268,20120627,20120704,20120709,1000,1,1000
SO48710,BK-M68S-42,12305,20120627,20120704,20120709,2071,1,2071
SO48711,BK-R50R-44,15410,20120627,20120704,20120709,783,1,783
SO48712,BK-R50B-44,27252,20120627,20120704,20120709,783,1,783
SO48713,BK-R50B-60,27253,20120627,20120704,20120709,783,1,783
SO48714,BK-R89B-52,23104,20120627,20120704,20120709,2182,1,2182
SO48715,BK-R89B-48,23107,20120627,20120704,20120709,2182,1,2182
SO48716,BK-R89B-52,17626,20120628,20120705,20120710,2182,1,2182
SO48717,BK-M68S-38,28736,20120628,20120705,20120710,2071,1,2071
SO48718,BK-M68S-46,12382,20120628,20120705,20120710,2071,1,2071
SO48719,BK-R89R-44,23099,20120628,20120705,20120710,2443,1,2443
SO48720,BK-R89R-58,22910,20120628,20120705,20120710,2182,1,2182
SO48721,BK-R89R-44,22930,20120628,20120705,20120710,2443,1,2443
SO48722,BK-R89R-48,22937,20120628,20120705,20120710,2443,1,2443
SO48723,BK-R89R-48,14944,20120629,20120706,20120711,2443,1,2443
SO48724,BK-R50B-48,20722,20120629,20120706,20120711,783,1,783
SO48725,BK-R89B-52,17202,20120629,20120706,20120711,2182,1,2182
SO48726,BK-R64Y-40,24915,20120629,20120706,20120711,1000,1,1000
SO48727,BK-M68B-42,13128,20120629,20120706,20120711,2049,1,2049
SO48728,BK-M68S-42,13111,20120629,20120706,20120711,2071,1,2071
SO48729,BK-R50R-62,26563,20120629,20120706,20120711,783,1,783
SO48795,BK-R89B-48,16538,20120630,20120707,20120712,2182,1,2182
SO48796,BK-R89B-48,15094,20120630,20120707,20120712,2182,1,2182
SO48797,BK-R64Y-42,14335,20120630,20120707,20120712,1000,1,1000
SO48798,BK-R89R-48,23332,20120630,20120707,20120712,2443,1,2443
SO48799,BK-M68S-38,26708,20120630,20120707,20120712,2071,1,2071
SO48800,BK-R50B-52,15491,20120630,20120707,20120712,783,1,783
SO48801,BK-R50R-44,15493,20120630,20120707,20120712,783,1,783
SO48802,BK-R64Y-40,24923,20120630,20120707,20120712,1000,1,1000
SO48803,BK-R64Y-40,19416,20120701,20120708,20120713,1000,1,1000
SO48804,BK-M68S-46,12276,20120701,20120708,20120713,2071,1,2071
SO48805,BK-R50R-52,19318,20120701,20120708,20120713,783,1,783
SO48806,BK-R50B-48,20885,20120701,20120708,20120713,783,1,783
SO48807,BK-R50R-62,20892,20120701,20120708,20120713,783,1,783
SO48808,BK-R89R-44,16552,20120701,20120708,20120713,2443,1,2443
SO48809,BK-R89R-48,23411,20120701,20120708,20120713,2443,1,2443
SO48810,BK-R89R-48,23415,20120701,20120708,20120713,2443,1,2443
SO48811,BK-R50B-60,15517,20120701,20120708,20120713,783,1,783
SO48812,BK-M68S-46,13630,20120701,20120708,20120713,2071,1,2071
SO48813,BK-M68B-46,13631,20120701,20120708,20120713,2049,1,2049
SO48814,BK-M68B-42,13647,20120701,20120708,20120713,2049,1,2049
SO48815,BK-R89B-52,17700,20120702,20120709,20120714,2182,1,2182
SO48816,BK-M68S-46,12459,20120702,20120709,20120714,2071,1,2071
SO48817,BK-R89B-44,26049,20120702,20120709,20120714,2182,1,2182
SO48818,BK-R50B-58,15497,20120702,20120709,20120714,783,1,783
SO48819,BK-M68S-38,13622,20120702,20120709,20120714,2071,1,2071
SO48820,BK-M68B-38,13958,20120702,20120709,20120714,2049,1,2049
SO48821,BK-R89B-58,23344,20120702,20120709,20120714,2182,1,2182
SO48822,BK-R89B-58,17743,20120703,20120710,20120715,2182,1,2182
SO48823,BK-R89R-48,16821,20120703,20120710,20120715,2443,1,2443
SO48824,BK-R89R-48,23408,20120703,20120710,20120715,2443,1,2443
SO48825,BK-R89B-44,23414,20120703,20120710,20120715,2182,1,2182
SO48826,BK-R89R-48,23421,20120703,20120710,20120715,2443,1,2443
SO48827,BK-M68B-42,26729,20120703,20120710,20120715,2049,1,2049
SO48828,BK-R89R-48,23120,20120703,20120710,20120715,2443,1,2443
SO48829,BK-R89R-44,23121,20120703,20120710,20120715,2443,1,2443
SO48830,BK-R89R-58,17750,20120704,20120711,20120716,2182,1,2182
SO48831,BK-R50R-44,20886,20120704,20120711,20120716,783,1,783
SO48832,BK-R89B-44,23418,20120704,20120711,20120716,2182,1,2182
SO48833,BK-R89B-44,23118,20120704,20120711,20120716,2182,1,2182
SO48834,BK-M68S-38,26695,20120704,20120711,20120716,2071,1,2071
SO48835,BK-M68B-42,21148,20120704,20120711,20120716,2049,1,2049
SO48836,BK-M68B-42,13959,20120704,20120711,20120716,2049,1,2049
SO48837,BK-R89R-58,23311,20120705,20120712,20120717,2182,1,2182
SO48838,BK-R89B-44,23409,20120705,20120712,20120717,2182,1,2182
SO48839,BK-R89R-44,16567,20120706,20120713,20120718,2443,1,2443
SO48840,BK-R89R-48,17753,20120706,20120713,20120718,2443,1,2443
SO48841,BK-R64Y-38,17716,20120706,20120713,20120718,1000,1,1000
SO48842,BK-M68S-38,12463,20120706,20120713,20120718,2071,1,2071
SO48843,BK-R50R-62,15489,20120706,20120713,20120718,783,1,783
SO48844,BK-R50B-44,15492,20120706,20120713,20120718,783,1,783
SO48845,BK-M68B-46,13620,20120706,20120713,20120718,2049,1,2049
SO48846,BK-M68B-42,13651,20120706,20120713,20120718,2049,1,2049
SO48847,BK-R64Y-40,14336,20120706,20120713,20120718,1000,1,1000
SO48848,BK-R64Y-40,19424,20120707,20120714,20120719,1000,1,1000
SO48849,BK-M68B-42,28904,20120707,20120714,20120719,2049,1,2049
SO48850,BK-M68S-38,29361,20120707,20120714,20120719,2071,1,2071
SO48851,BK-M68S-42,26717,20120707,20120714,20120719,2071,1,2071
SO48852,BK-R50R-62,15503,20120707,20120714,20120719,783,1,783
SO48853,BK-R50B-62,15520,20120707,20120714,20120719,783,1,783
SO48854,BK-M68S-42,13643,20120707,20120714,20120719,2071,1,2071
SO48855,BK-M68S-42,13955,20120707,20120714,20120719,2071,1,2071
SO48856,BK-M68B-38,13967,20120707,20120714,20120719,2049,1,2049
SO48857,BK-R50B-52,26652,20120707,20120714,20120719,783,1,783
SO48858,BK-R89R-44,15455,20120708,20120715,20120720,2443,1,2443
SO48859,BK-R89B-44,16603,20120708,20120715,20120720,2182,1,2182
SO48860,BK-R89B-48,13849,20120708,20120715,20120720,2182,1,2182
SO48861,BK-M68S-38,26786,20120708,20120715,20120720,2071,1,2071
SO48862,BK-M68S-38,26805,20120708,20120715,20120720,2071,1,2071
SO48863,BK-M68S-38,26718,20120708,20120715,20120720,2071,1,2071
SO48864,BK-M68S-46,13964,20120708,20120715,20120720,2071,1,2071
SO48865,BK-R64Y-38,24924,20120708,20120715,20120720,1000,1,1000
SO48866,BK-M68B-46,13527,20120708,20120715,20120720,2049,1,2049
SO48867,BK-R89B-44,15451,20120709,20120716,20120721,2182,1,2182
SO48868,BK-R50B-44,19320,20120709,20120716,20120721,783,1,783
SO48869,BK-R89R-58,23314,20120709,20120716,20120721,2182,1,2182
SO48870,BK-R89R-58,23316,20120709,20120716,20120721,2182,1,2182
SO48871,BK-M68B-42,20736,20120709,20120716,20120721,2049,1,2049
SO48872,BK-R50B-60,15483,20120709,20120716,20120721,783,1,783
SO48873,BK-R50R-60,15499,20120709,20120716,20120721,783,1,783
SO48874,BK-M68B-42,13970,20120709,20120716,20120721,2049,1,2049
SO48875,BK-R64Y-38,24922,20120709,20120716,20120721,1000,1,1000
SO48876,BK-R50B-60,26588,20120709,20120716,20120721,783,1,783
SO48877,BK-R50R-48,26657,20120709,20120716,20120721,783,1,783
SO48878,BK-R89B-48,17715,20120710,20120717,20120722,2182,1,2182
SO48879,BK-M68B-46,12526,20120710,20120717,20120722,2049,1,2049
SO48880,BK-R89R-44,13746,20120710,20120717,20120722,2443,1,2443
SO48881,BK-R89R-58,23324,20120710,20120717,20120722,2182,1,2182
SO48882,BK-M68B-46,26801,20120710,20120717,20120722,2049,1,2049
SO48883,BK-M68S-46,13528,20120710,20120717,20120722,2071,1,2071
SO48884,BK-R64Y-48,24921,20120710,20120717,20120722,1000,1,1000
SO48885,BK-R89R-58,17755,20120711,20120718,20120723,2182,1,2182
SO48886,BK-M68S-38,12473,20120711,20120718,20120723,2071,1,2071
SO48887,BK-M68S-46,26811,20120711,20120718,20120723,2071,1,2071
SO48888,BK-R50R-48,15482,20120711,20120718,20120723,783,1,783
SO48889,BK-M68B-46,26711,20120711,20120718,20120723,2049,1,2049
SO48890,BK-M68B-38,13618,20120711,20120718,20120723,2049,1,2049
SO48891,BK-M68B-42,13650,20120711,20120718,20120723,2049,1,2049
SO48892,BK-R64Y-48,17714,20120712,20120719,20120724,1000,1,1000
SO48893,BK-R89B-52,17772,20120712,20120719,20120724,2182,1,2182
SO48894,BK-R64Y-40,19034,20120712,20120719,20120724,1000,1,1000
SO48895,BK-R64Y-40,19418,20120712,20120719,20120724,1000,1,1000
SO48896,BK-R89B-44,17632,20120712,20120719,20120724,2182,1,2182
SO48897,BK-R89B-52,16540,20120712,20120719,20120724,2182,1,2182
SO48898,BK-R89B-44,13856,20120712,20120719,20120724,2182,1,2182
SO48899,BK-R89B-44,23313,20120712,20120719,20120724,2182,1,2182
SO48900,BK-M68B-38,26734,20120712,20120719,20120724,2049,1,2049
SO48901,BK-M68S-38,13960,20120712,20120719,20120724,2071,1,2071
SO48902,BK-M68B-38,13966,20120712,20120719,20120724,2049,1,2049
SO48903,BK-R50B-52,26653,20120712,20120719,20120724,783,1,783
SO48904,BK-M68B-46,12492,20120713,20120720,20120725,2049,1,2049
SO48905,BK-M68B-46,26814,20120713,20120720,20120725,2049,1,2049
SO48906,BK-M68S-46,26705,20120713,20120720,20120725,2071,1,2071
SO48907,BK-M68B-46,26727,20120713,20120720,20120725,2049,1,2049
SO48908,BK-M68B-46,13626,20120713,20120720,20120725,2049,1,2049
SO48909,BK-M68S-38,13953,20120713,20120720,20120725,2071,1,2071
SO48910,BK-R89B-52,16587,20120714,20120721,20120726,2182,1,2182
SO48911,BK-R50B-60,20880,20120714,20120721,20120726,783,1,783
SO48912,BK-R50R-48,20841,20120714,20120721,20120726,783,1,783
SO48913,BK-R89R-48,23412,20120714,20120721,20120726,2443,1,2443
SO48914,BK-M68S-46,26735,20120714,20120721,20120726,2071,1,2071
SO48915,BK-R50B-60,15481,20120714,20120721,20120726,783,1,783
SO48916,BK-M68B-38,13616,20120714,20120721,20120726,2049,1,2049
SO48917,BK-M68S-46,13636,20120714,20120721,20120726,2071,1,2071
SO48918,BK-M68B-46,13638,20120714,20120721,20120726,2049,1,2049
SO48919,BK-R50R-44,26658,20120714,20120721,20120726,783,1,783
